Category,Vector
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 9.]
1,[ 0.   0.   0.  13.5  6. ]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  1.  0. 11.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 5. 1.]
1,[ 0.  0.  0. 12.  2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 2. 0. 6.]
1,[0. 1. 0. 8. 1.]
1,[ 1.          0.          0.          6.66666667 10.        ]
1,[ 0.  0.  0. 16.  1.]
1,[ 0.  0.  0. 14. 15.]
1,[ 1.          0.          0.          6.66666667 10.        ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 5.]
-1,[1. 0. 2. 0. 8.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 8. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[ 0.  0.  0.  0. 11.]
-1,[ 0.    1.   16.    3.25  7.  ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
-1,[ 1.  2. 19.  7.  3.]
1,[0. 1. 0. 0. 1.]
1,[0. 1. 0. 0. 4.]
1,[0. 0. 0. 9. 5.]
1,[0. 0. 0. 0. 3.]
1,[0.         0.         1.         0.04347826 3.        ]
1,[ 0.  0.  0. 31.  4.]
-1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 19.  4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 22.  3.]
1,[0. 0. 1. 0. 5.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 14.  1.]
1,[ 0.  0.  0.  2. 19.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 3.]
-1,[ 1.  3. 25.  7.  5.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 5. 0.]
1,[ 0.  0.  3. 30.  3.]
1,[ 0.  0.  0. 19.  2.]
-1,[ 0.  0. 10. 21.  0.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 9. 4.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  4. 12.  6.  4.]
1,[0.  1.  0.  7.5 9. ]
-1,[ 0.   2.  19.   2.8  3. ]
1,[0. 2. 1. 0. 4.]
-1,[0. 1. 1. 0. 0.]
1,[ 0.  0.  0. 25.  9.]
1,[0. 0. 0. 0. 3.]
-1,[ 0.          2.         35.          4.66666667  7.        ]
1,[ 0.  0.  0. 18.  9.]
1,[0. 0. 1. 0. 3.]
-1,[ 0.          1.         27.          1.83333333  9.        ]
1,[ 0.   0.   0.   3.4 16. ]
1,[0. 0. 0. 7. 1.]
-1,[ 0.    0.   18.    3.75  3.  ]
1,[0. 0. 8. 4. 5.]
1,[0. 0. 0. 0. 0.]
1,[0.  0.  0.  3.5 2. ]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 20.  2.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  1.  0. 14.  7.]
1,[ 0.  0.  2. 17.  2.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 17.  2.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 6. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 3. 1.]
1,[0.         0.         0.         9.66666667 3.        ]
1,[ 0.  1.  0. 27.  6.]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
-1,[ 1.          2.         13.          4.33333333  7.        ]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  1.  0. 34.  5.]
1,[0.  1.  0.  5.5 5. ]
1,[0. 0. 0. 0. 2.]
-1,[0.   0.   2.   4.25 9.  ]
1,[0. 0. 0. 4. 2.]
-1,[ 0.   3.  23.   1.8  1. ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 4. 1.]
1,[0. 1. 0. 0. 2.]
-1,[0.  3.  0.  8.5 3. ]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 5.]
1,[0. 1. 0. 0. 6.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  1.  0. 42. 13.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 7.]
1,[0. 0. 0. 7. 1.]
1,[ 0.  0.  0. 10.  3.]
-1,[0. 2. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  1. 23.  3.  8.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  2. 19.  4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0.  7. 10.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 9. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 4. 6.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.   4.  16.   8.5  7. ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0.         0.         0.         7.66666667 1.        ]
1,[0. 0. 0. 7. 0.]
1,[ 0.     0.     0.     3.375 13.   ]
1,[0. 1. 0. 0. 2.]
-1,[ 1.  2.  5. 23. 10.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 6.]
1,[0. 1. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 8. 2.]
1,[0. 0. 0. 1. 3.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 2. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 8. 3.]
1,[ 0.  0.  1.  0. 15.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 1.]
1,[ 0.  0.  1.  0. 18.]
1,[0. 0. 0. 3. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 3. 2. 3.]
1,[0. 0. 0. 7. 1.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 28.  5.  8.]
-1,[ 0.    3.   17.    1.25  8.  ]
1,[0. 0. 1. 0. 2.]
1,[ 0.  0.  0.  0. 13.]
1,[0. 0. 0. 3. 3.]
1,[0. 0. 0. 0. 4.]
1,[  0.    0.    4.   29.5 132. ]
1,[ 0.  0.  0. 10.  3.]
1,[ 0.  0.  0. 13.  2.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 1. 0. 4.]
1,[ 0.  0.  0. 19.  7.]
1,[0. 1. 0. 3. 1.]
1,[ 0.  1.  1. 65.  9.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 4. 7.]
1,[0. 0. 1. 0. 1.]
1,[0.  0.  0.  9.5 5. ]
1,[ 0.  0.  1.  0. 19.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.    1.   29.    1.25  9.  ]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 1.]
-1,[0. 1. 9. 0. 2.]
-1,[ 0.   2.  24.   5.5  4. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 7. 1.]
1,[0. 0. 0. 4. 2.]
1,[ 0.  0.  0. 27.  1.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  2. 22.  4.]
1,[0.         0.         1.         4.66666667 3.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 7. 6.]
1,[0. 0. 4. 0. 3.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 7. 0.]
1,[0. 0. 3. 0. 0.]
-1,[ 0.  1. 13. 16. 13.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[ 0.   0.   0.  11.5  2. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 0. 0. 0.]
1,[ 0.          1.          0.          8.66666667 17.        ]
1,[ 0.  0.  0. 17. 14.]
-1,[ 0.    1.   12.    5.25  3.  ]
1,[0. 0. 0. 0. 3.]
-1,[0. 1. 8. 0. 1.]
1,[ 0.  1.  0. 28.  4.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.   2.  23.   4.5  6. ]
1,[0. 0. 0. 6. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 2. 6. 3.]
1,[0. 1. 1. 0. 2.]
1,[ 0.   0.   0.  12.5  9. ]
1,[0. 1. 0. 0. 2.]
-1,[ 1.  0. 19.  1.  9.]
1,[0. 0. 0. 0. 7.]
1,[0.   0.   0.   8.25 2.  ]
-1,[0.   0.   1.   6.25 8.  ]
1,[0. 1. 0. 0. 4.]
-1,[ 0.  2. 26. 21.  3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 5. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 7.]
1,[ 0.   0.   0.  10.5 14. ]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 28.  4.]
1,[ 0.  1.  0. 14.  9.]
-1,[ 1.  2. 23.  4.  7.]
1,[ 0.  3.  0. 14. 13.]
1,[0.         0.         0.         2.66666667 4.        ]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 8. 4.]
1,[ 0.  0.  0. 11.  5.]
-1,[ 0.   2.  35.   1.5  6. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 13.  3.]
-1,[ 0.  2. 19.  0.  1.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 0.]
1,[0. 2. 0. 0. 1.]
1,[0. 0. 0. 4. 4.]
1,[ 0.  0.  0. 20. 12.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          3.         18.          5.33333333  5.        ]
-1,[ 1.  0.  6. 10.  4.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 18.  9.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 1. 1.]
1,[0. 1. 1. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 0.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  2. 21.  0.  3.]
-1,[ 0.  3. 18. 14.  7.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
-1,[0.         2.         8.         4.33333333 5.        ]
1,[0.  0.  0.  4.5 0. ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 1. 0. 4.]
1,[0. 1. 0. 0. 4.]
1,[0. 0. 0. 9. 9.]
1,[ 0.  0.  0. 15.  1.]
1,[0. 0. 0. 0. 3.]
-1,[0. 1. 5. 0. 4.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 0. 0.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 2. 6. 1.]
1,[0. 0. 0. 3. 2.]
1,[0. 0. 0. 0. 6.]
1,[1. 1. 0. 0. 4.]
1,[ 0.  0.  0. 13.  5.]
1,[0. 1. 0. 9. 3.]
1,[0. 0. 0. 0. 5.]
1,[ 0.  0.  0. 12.  6.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 9. 2.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  2. 22.  3.  5.]
1,[0. 0. 0. 5. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 5.]
-1,[ 0.     2.    10.     0.625  9.   ]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0. 13.  6.]
1,[0. 2. 1. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 8. 2.]
1,[ 0.  0.  8. 20. 10.]
1,[0. 0. 1. 0. 6.]
1,[ 0.  0.  0. 12.  6.]
1,[0. 0. 2. 0. 5.]
1,[0. 0. 0. 4. 0.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 2.]
-1,[ 0.   1.  23.  12.5 16. ]
1,[0. 1. 0. 9. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 4. 0.]
1,[0. 1. 0. 9. 1.]
1,[0. 0. 0. 5. 5.]
1,[0. 0. 0. 5. 2.]
-1,[ 0.   2.  29.   3.2  3. ]
1,[0.  0.  0.  6.5 4. ]
1,[ 1.  0.  1.  0. 11.]
1,[0. 0. 0. 7. 1.]
-1,[ 0.  1. 18.  0.  2.]
1,[ 0.  0.  1. 31.  5.]
1,[ 1.  1.  0. 19.  4.]
1,[0. 0. 0. 6. 1.]
1,[ 0.  0.  0.  2. 12.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 9. 2.]
1,[ 0.  0.  0. 11.  2.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 10.  1.]
1,[0. 0. 0. 0. 4.]
1,[0. 1. 0. 0. 3.]
1,[0. 1. 1. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 9.]
1,[ 0.  0.  0. 12. 10.]
1,[0. 0. 0. 8. 2.]
-1,[ 0.  2. 23.  1.  7.]
1,[ 0.  0.  6. 18. 10.]
-1,[ 0.    4.   16.    4.25  7.  ]
1,[0. 1. 0. 6. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  2. 23.  8.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 5. 3.]
1,[0. 0. 0. 9. 5.]
1,[0. 0. 0. 8. 1.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 0. 6. 1.]
-1,[ 0.  2. 11.  1.  1.]
-1,[ 1.  1.  5. 13.  8.]
1,[0. 0. 8. 4. 5.]
-1,[ 0.  2. 19.  0.  7.]
-1,[ 0.          1.         25.          1.66666667  5.        ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 4. 7.]
1,[0.  0.  0.  3.5 2. ]
1,[ 0.  0.  0. 25.  9.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 5. 0.]
1,[0. 1. 0. 0. 3.]
1,[ 0.   0.   3.  15.5  4. ]
-1,[ 1.   4.   5.  10.5 10. ]
1,[0. 0. 0. 6. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 10.  3.]
1,[ 0.  0.  0. 23.  2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[ 0.   0.   0.   8.5 10. ]
1,[0. 0. 0. 4. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 7. 2.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 5.]
-1,[ 0.  2. 21.  0.  1.]
1,[0. 0. 0. 9. 2.]
1,[ 0.  0.  0.  0. 12.]
1,[0. 0. 0. 7. 1.]
1,[0. 1. 0. 0. 4.]
1,[0. 0. 1. 0. 2.]
1,[0. 1. 3. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 1.]
1,[0. 1. 1. 8. 7.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 5. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 14.  2.]
1,[0.  0.  0.  6.4 0. ]
1,[0. 0. 0. 0. 1.]
1,[ 0.  1.  0. 13. 11.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0.  0. 15.]
1,[0. 0. 0. 0. 4.]
1,[0. 1. 0. 0. 0.]
-1,[ 0.  2. 13. 17.  4.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  1.  0. 10.  4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 3. 1.]
1,[ 0.  0.  0. 10.  0.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 24. 17.  6.]
1,[ 0.  0.  3. 35.  6.]
1,[0.  0.  0.  6.5 1. ]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  1.  0.  0. 11.]
1,[0. 1. 0. 0. 3.]
-1,[ 0.   5.  24.   2.2  8. ]
1,[0. 0. 0. 8. 1.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 7. 0. 2.]
-1,[ 0.          4.         19.          6.66666667  7.        ]
1,[ 0.  0.  0. 17.  3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 9. 4.]
1,[ 0.          0.          0.          1.38461538 15.        ]
1,[ 0.  0.  0. 25.  2.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[ 0.  0.  0. 81. 23.]
1,[0. 0. 0. 8. 0.]
1,[0. 3. 0. 0. 0.]
1,[0. 2. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 27. 19.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 3. 1.]
1,[ 0.  0.  1. 13.  1.]
1,[0. 0. 0. 0. 1.]
-1,[ 1.  3.  8. 16.  1.]
-1,[ 0.  0.  0. 17.  1.]
-1,[ 1.  2. 12.  3.  7.]
1,[0. 1. 0. 5. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.    1.   12.    5.25  3.  ]
1,[0. 1. 1. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 6. 2.]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 0. 7. 4.]
1,[0. 0. 0. 6. 2.]
-1,[ 0.  1. 20.  3.  7.]
-1,[ 0.          1.         24.          2.66666667  4.        ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 6. 1.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 11.  0.]
-1,[ 0.          2.         29.          0.04545455  5.        ]
1,[0. 1. 0. 0. 0.]
-1,[0. 1. 7. 8. 8.]
1,[0. 0. 0. 8. 1.]
1,[ 0.  0.  1. 20.  3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 4. 2.]
1,[ 0.  0.  0. 13.  6.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 0. 3.]
-1,[ 0.          4.         19.          7.66666667  5.        ]
1,[ 0.  0.  0.  0. 12.]
1,[ 0.  0.  0. 11.  1.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 11.  3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 1. 0. 3.]
1,[0.  0.  0.  7.5 3. ]
1,[0. 0. 0. 0. 1.]
-1,[ 1.          3.         22.          5.33333333  3.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 11.  5.]
1,[0. 0. 0. 0. 1.]
1,[ 0.   0.   2.  17.5  6. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 7. 1.]
1,[ 0.  0.  2.  7. 10.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 0. 7.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  3. 28. 16.  6.]
-1,[ 1.  3. 25.  7.  5.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 6. 5.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  2. 19. 18.  5.]
1,[0. 0. 1. 0. 1.]
-1,[ 0.          2.         26.          1.33333333 12.        ]
1,[0. 0. 0. 9. 7.]
1,[0.         0.         1.         7.66666667 4.        ]
1,[0. 0. 0. 7. 3.]
1,[0. 1. 4. 0. 4.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 9. 1.]
1,[0. 1. 1. 0. 2.]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 1. 0. 1.]
1,[ 0.  0.  0. 12. 28.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 14.  1.]
1,[0. 0. 0. 9. 7.]
1,[0. 0. 1. 0. 2.]
1,[ 0.  0.  0. 15.  5.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  1. 22.  0.  4.]
1,[0. 0. 0. 5. 1.]
-1,[ 0.  1. 14.  0.  2.]
1,[0. 0. 0. 0. 5.]
1,[ 0.    0.    0.    0.75 16.  ]
1,[0. 1. 0. 0. 3.]
1,[ 0.  0.  0. 13.  2.]
1,[ 0.  0.  0. 13.  2.]
1,[0. 0. 1. 5. 6.]
-1,[ 0.  5. 26.  8.  3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.   2.  12.   5.5  2. ]
1,[0. 0. 0. 8. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 3. 1.]
1,[ 0.  2.  0. 14.  7.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 15. 17.]
-1,[ 0.  1. 24.  3.  5.]
1,[ 0.  1.  1. 25.  4.]
1,[0. 0. 0. 4. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 9. 0.]
1,[0. 0. 0. 0. 0.]
1,[0.  0.  0.  3.4 3. ]
-1,[ 1.  2. 20.  0.  5.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 6. 0. 4.]
1,[ 0.  0.  0. 19. 14.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 2. 0. 2.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  1.  0. 24.  7.]
1,[ 0.  0.  0. 14.  9.]
1,[0. 0. 0. 8. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[ 0.   0.   0.  14.5 12. ]
1,[0.  0.  0.  5.5 9. ]
1,[ 0.   0.   1.  30.5 16. ]
1,[ 0.  0.  0. 18.  9.]
-1,[ 0.          3.         19.          3.33333333  3.        ]
1,[0. 0. 0. 0. 7.]
1,[ 0.  0.  2. 14.  2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 2. 0. 1.]
1,[0. 0. 1. 0. 3.]
1,[0.  0.  0.  8.5 1. ]
-1,[ 1.    3.   14.    2.75  5.  ]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 3. 4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 3. 0. 2.]
1,[0. 0. 1. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.          0.          0.          3.66666667 10.        ]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[1. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 1.]
-1,[ 0.  4. 16. 14.  4.]
1,[0. 0. 0. 8. 2.]
1,[0. 0. 0. 7. 7.]
1,[0. 0. 0. 6. 1.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 5.]
-1,[ 0.  2. 21.  8. 12.]
1,[ 0.  1.  4. 24. 10.]
1,[ 0.  0.  0. 11.  3.]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 5. 2.]
1,[0.  0.  0.  2.2 9. ]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  2. 28.  2. 19.]
1,[ 0.  0.  0.  0. 18.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
-1,[ 1.  0. 19.  1.  9.]
-1,[0.  0.  4.  2.5 8. ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 0.]
-1,[ 1.  3. 23.  3. 12.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 9. 4.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  4. 22.  3.]
-1,[0. 1. 5. 0. 2.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 7. 2.]
1,[0. 0. 0. 3. 3.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
